movieId,count,mean,deviation,title
6942,13585,7.458299595141701,2.0474463885114584,Love Actually (2003)
134853,13580,7.86480117820324,1.9341043472696047,Inside Out (2015)
1639,13576,7.237993517972893,1.986140615524412,Chasing Amy (1997)
1233,13573,8.2541810948206,1.7422108923189636,"Boot, Das (Boat, The) (1981)"
81591,13517,7.571724495080269,1.884692332863531,Black Swan (2010)
1645,13496,7.094694724362774,1.9152665682837402,The Devil's Advocate (1997)
122882,13479,7.710067512426738,2.1147336756578894,Mad Max: Fury Road (2015)
48,13461,5.955501077185945,2.122726826206087,Pocahontas (1995)
88125,13455,7.813972500929022,2.0277796674687583,Harry Potter and the Deathly Hallows: Part 2 (2011)
5010,13454,7.365616173628661,1.8462925304712936,Black Hawk Down (2001)
64614,13428,7.818736967530533,1.6601203380109348,Gran Torino (2008)
6378,13413,7.1015432789085216,1.755773104026211,"Italian Job, The (2003)"
1377,13401,6.260876054025819,1.8922461050361024,Batman Returns (1992)
2657,13400,6.701865671641791,2.425791728329679,"Rocky Horror Picture Show, The (1975)"
2019,13367,8.50953841550086,1.726914464200082,Seven Samurai (Shichinin no samurai) (1954)
2599,13275,7.542297551789077,1.8944380643557235,Election (1999)
4720,13208,7.430193821926105,1.7236949572304265,"Others, The (2001)"
435,13194,5.1629528573594055,2.009219471866448,Coneheads (1993)
2001,13181,6.684697670889918,1.882948071126713,Lethal Weapon 2 (1989)
2406,13180,6.962746585735964,1.7634765812877484,Romancing the Stone (1984)
1204,13173,8.272071661732332,1.8574889900178686,Lawrence of Arabia (1962)
485,13156,5.5990422620857405,1.967735723953708,Last Action Hero (1993)
3000,13136,8.276187576126675,1.7526094846312756,Princess Mononoke (Mononoke-hime) (1997)
2529,13132,7.250380749314651,1.9939507193494963,Planet of the Apes (1968)
497,13084,7.764292265362275,1.8276473501565413,Much Ado About Nothing (1993)
109374,13077,8.033493920623997,1.7982803736177437,"Grand Budapest Hotel, The (2014)"
54503,13014,7.469494390656217,1.9636555786648282,Superbad (2007)
2167,13011,6.726385366228576,2.0037231276580054,Blade (1998)
196,12993,5.672054183021627,1.9655989791454591,Species (1995)
2804,12980,7.981047765793528,2.0009116065277146,"Christmas Story, A (1983)"
466,12947,5.879508766509616,2.035943691194588,Hot Shots! Part Deux (1993)
33679,12847,6.467424301393321,1.9952480732733577,Mr. & Mrs. Smith (2005)
2699,12831,5.584521861117606,2.016419081260599,Arachnophobia (1990)
112556,12818,7.868544234669995,1.7295827322865769,Gone Girl (2014)
145,12796,6.551031572366364,1.970586295111833,Bad Boys (1995)
3160,12769,7.738115749079802,2.0493645300163963,Magnolia (1999)
5299,12757,6.775339029552403,2.0755962632006675,My Big Fat Greek Wedding (2002)
92259,12745,8.249509611612398,1.833901628986283,Intouchables (2011)
596,12742,6.965154606812117,2.0110465018895765,Pinocchio (1940)
5679,12742,6.698948359755141,2.1110962946262988,"Ring, The (2002)"
4014,12718,7.347853436074854,1.8590139106222838,Chocolat (2000)
1358,12700,7.998031496062992,1.7908375264598937,Sling Blade (1996)
122886,12678,7.478230004732608,2.0782494006293084,Star Wars: Episode VII - The Force Awakens (2015)
2424,12673,6.370630474236566,2.176916110413177,You've Got Mail (1998)
1250,12634,8.19028019629571,1.6268877485514641,"Bridge on the River Kwai, The (1957)"
158,12589,5.842958138057034,2.0484388453466518,Casper (1995)
1376,12585,7.0025427095748904,2.1004630962702504,Star Trek IV: The Voyage Home (1986)
3535,12569,7.230249025379903,1.9950938256269102,American Psycho (2000)
115713,12547,7.93871044871284,1.6887081102736854,Ex Machina (2015)
3033,12547,6.833187216067586,2.0922427540817887,Spaceballs (1987)
41566,12518,6.786866911647228,2.0012251763909457,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
30793,12503,6.351435655442693,2.0720850302483185,Charlie and the Chocolate Factory (2005)
4447,12499,6.3154652372189775,2.163265679595489,Legally Blonde (2001)
1215,12457,7.466083326643655,2.001442964641228,Army of Darkness (1993)
4848,12451,7.682113886434824,2.0779547939025806,Mulholland Drive (2001)
1729,12436,7.39064007719524,1.705976403395236,Jackie Brown (1997)
802,12436,6.940656159536829,1.9676148460017575,Phenomenon (1996)
111759,12425,7.880160965794769,1.6669913750623389,Edge of Tomorrow (2014)
4025,12401,6.103378759777438,2.1397442647535208,Miss Congeniality (2000)
1302,12352,7.27428756476684,1.9326510204510392,Field of Dreams (1989)
1722,12328,6.448004542504867,1.8511290903231934,Tomorrow Never Dies (1997)
1282,12290,7.434906427990236,2.1051074435864847,Fantasia (1940)
104841,12264,7.234099804305283,1.9655953683893095,Gravity (2013)
49530,12257,7.68899404421963,1.5876390303361283,Blood Diamond (2006)
913,12257,8.308150444643877,1.6671725786098144,"Maltese Falcon, The (1941)"
745,12241,8.208724777387468,1.9360213774649397,Wallace & Gromit: A Close Shave (1995)
1748,12170,7.611339359079704,1.7939195509966497,Dark City (1998)
3448,12164,7.333278526800394,1.6316388202830248,"Good Morning, Vietnam (1987)"
172,12156,5.503126028298783,2.0641876182453753,Johnny Mnemonic (1995)
7,12132,6.727332673920211,1.921680093076788,Sabrina (1995)
2947,12099,7.488056864203653,1.7028130192755855,Goldfinger (1964)
552,12096,6.426669973544974,1.8362694776604482,"Three Musketeers, The (1993)"
27773,11987,8.160256945023775,1.8146912011594782,Old Boy (2003)
60684,11981,7.415157332443035,1.9840138955154474,Watchmen (2009)
2470,11976,6.291666666666667,1.9248557321062767,Crocodile Dundee (1986)
1408,11946,7.427758245437803,1.8791035545594241,"Last of the Mohicans, The (1992)"
2890,11936,7.191353887399464,1.771840141818427,Three Kings (1999)
1088,11935,6.50004189359028,2.2623281976155916,Dirty Dancing (1987)
5060,11933,7.780692198106093,1.9281658704772777,M*A*S*H (a.k.a. MASH) (1970)
34405,11921,7.9625031457092525,1.7980750078169465,Serenity (2005)
3418,11898,7.176080013447638,1.852148507896608,Thelma & Louise (1991)
2005,11854,7.28344862493673,2.017463882707759,"Goonies, The (1985)"
3,11804,6.284056252117926,2.016885413632404,Grumpier Old Men (1995)
2003,11800,6.5684745762711865,1.887968977975946,Gremlins (1984)
47610,11775,7.616815286624204,1.660220917608511,"Illusionist, The (2006)"
1396,11756,7.300017012589316,1.7201693405950038,Sneakers (1992)
77561,11745,6.960834397616007,1.9676795795300484,Iron Man 2 (2010)
432,11729,5.45945945945946,1.8683425002502096,City Slickers II: The Legend of Curly's Gold (1994)
2701,11723,4.63934146549518,2.1310329561435832,Wild Wild West (1999)
2273,11720,6.87098976109215,1.8707018094099386,Rush Hour (1998)
5,11714,6.116868704114735,1.993222674397767,Father of the Bride Part II (1995)
1333,11707,7.490048688818655,1.8019483416827538,"Birds, The (1963)"
1876,11666,5.929710269158238,2.000093491614868,Deep Impact (1998)
2763,11641,7.015462589124645,1.8641862678020265,"Thomas Crown Affair, The (1999)"
1242,11608,7.920055134390076,1.6724499771456387,Glory (1989)
151,11595,7.06278568348426,1.8840434722374677,Rob Roy (1995)
225,11592,6.568064182194617,1.7526813051491752,Disclosure (1994)
4018,11573,6.207724876868573,2.052344510884845,What Women Want (2000)
6870,11552,7.637465373961219,1.6082341844761072,Mystic River (2003)
910,11549,8.120183565676681,1.7761160600157102,Some Like It Hot (1959)
6537,11546,6.117616490559501,1.9595360285072005,Terminator 3: Rise of the Machines (2003)
1276,11533,8.179658371629237,1.6229191125525417,Cool Hand Luke (1967)
1690,11518,6.057301614863691,2.062877644860916,Alien: Resurrection (1997)
3421,11517,7.583919423460971,1.9634587749671657,Animal House (1978)
4085,11508,7.143552311435523,1.724857288434393,Beverly Hills Cop (1984)
69757,11498,7.45068707601322,1.887607843442883,(500) Days of Summer (2009)
3785,11473,5.435544321450362,2.3683720742059724,Scary Movie (2000)
30749,11462,7.956901064386669,1.5622696951166342,Hotel Rwanda (2004)
3717,11448,6.1757512229210345,2.098192105337577,Gone in 60 Seconds (2000)
1909,11435,6.677219064276344,1.8854648624719128,"X-Files: Fight the Future, The (1998)"
8784,11432,7.474982505248425,1.8885221874610545,Garden State (2004)
1275,11415,7.236005256241787,1.9340855815978049,Highlander (1986)
543,11396,6.4736749736749735,1.994751834947864,So I Married an Axe Murderer (1993)
1094,11377,7.3017491430078225,2.016830885493337,"Crying Game, The (1992)"
33166,11359,7.520908530680518,1.9851265986341082,Crash (2004)
236,11357,6.630095976050013,1.8372738793660615,French Kiss (1995)
59369,11352,7.496035940803383,1.795849265741532,Taken (2008)
53125,11333,6.781258272302127,2.1396435249328896,Pirates of the Caribbean: At World's End (2007)
1263,11333,7.937792288008471,1.819345961732433,"Deer Hunter, The (1978)"
3671,11320,7.721731448763251,1.8601482286161322,Blazing Saddles (1974)
168,11309,6.163763374303652,2.194203828578908,First Knight (1995)
494,11284,6.706221198156682,1.8431137907401032,Executive Decision (1996)
1262,11265,8.207367953839325,1.5311511001175766,"Great Escape, The (1963)"
59784,11259,7.212008171240785,1.960140568357651,Kung Fu Panda (2008)
805,11232,7.3984152421652425,1.8016230425176767,"Time to Kill, A (1996)"
76251,11195,7.220723537293434,1.9222792248270124,Kick-Ass (2010)
112552,11179,8.275695500491993,1.76561627458586,Whiplash (2014)
1466,11158,7.620362072055924,1.5257302527868337,Donnie Brasco (1997)
2100,11156,6.439673718178558,1.8261608162942644,Splash (1984)
1092,11109,6.701683319830768,1.845865132678272,Basic Instinct (1992)
1907,11107,7.462951291978032,1.9039020008392342,Mulan (1998)
4776,11099,7.435895125686999,1.684449655445548,Training Day (2001)
4310,11065,5.667871667419792,2.359624151601096,Pearl Harbor (2001)
68237,11027,8.035095674254103,1.5628039112840015,Moon (2009)
87232,11011,7.461175188447916,1.8418919801610123,X-Men: First Class (2011)
5481,10992,5.905476710334789,2.1954119266363072,Austin Powers in Goldmember (2002)
2288,10979,7.763912924674378,1.9028620010214414,"Thing, The (1982)"
112,10958,6.81246577842672,1.9151389871302218,Rumble in the Bronx (Hont faan kui) (1995)
34162,10954,6.854391090012781,1.9963619286827792,Wedding Crashers (2005)
628,10950,7.520913242009132,1.6793543850447414,Primal Fear (1996)
4816,10947,6.4417648670868735,2.192116356093421,Zoolander (2001)
5902,10944,7.670321637426901,1.864860453589535,Adaptation (2002)
2294,10937,6.47261589101216,1.8916820306828306,Antz (1998)
4975,10922,6.799761948361106,2.1205557409762776,Vanilla Sky (2001)
1285,10918,7.499633632533431,1.861945373236434,Heathers (1989)
8464,10913,7.019151470722991,1.8417754622227611,Super Size Me (2004)
98809,10908,7.3264576457645765,2.0810673081057818,"Hobbit: An Unexpected Journey, The (2012)"
899,10895,8.101973382285452,1.945694421753328,Singin' in the Rain (1952)
333,10852,6.712956137117582,2.1593264796550953,Tommy Boy (1995)
7293,10816,6.5735022189349115,2.0407672570172264,50 First Dates (2004)
5377,10787,7.273291925465839,1.7382578808108051,About a Boy (2002)
265,10781,7.843335497634728,1.9186709235185655,Like Water for Chocolate (Como agua para chocolate) (1992)
2455,10780,6.900556586270872,1.910352766094564,"Fly, The (1986)"
1674,10771,7.685730201466902,1.5684682167873234,Witness (1985)
8361,10761,6.103243193011802,2.044857018037194,"Day After Tomorrow, The (2004)"
4270,10760,5.928810408921933,2.1757834722504583,"Mummy Returns, The (2001)"
3755,10753,6.141634892588115,1.9289676290907556,"Perfect Storm, The (2000)"
342,10735,7.015277130880298,2.0374154063796435,Muriel's Wedding (1994)
8798,10723,7.373402965587989,1.5662005003366517,Collateral (2004)
57669,10715,7.773215118992067,1.7525392319396609,In Bruges (2008)
1228,10712,8.105862584017924,1.781342736974319,Raging Bull (1980)
673,10707,5.521808162884095,2.2269358340221106,Space Jam (1996)
45499,10694,6.507574340751823,2.0946661202394656,X-Men: The Last Stand (2006)
3911,10677,7.633792263744498,1.8891669179800765,Best in Show (2000)
783,10676,6.528849756463095,2.1186384712588047,"Hunchback of Notre Dame, The (1996)"
64957,10634,7.1906150084634195,1.917037496720862,"Curious Case of Benjamin Button, The (2008)"
471,10631,7.315962750446807,1.8500637176296602,"Hudsucker Proxy, The (1994)"
44,10629,5.3092482829993415,2.234731594734878,Mortal Kombat (1995)
2080,10628,7.167011667293941,1.877407598652879,Lady and the Tramp (1955)
4718,10628,5.773993225442228,2.3368598316799303,American Pie 2 (2001)
2161,10555,7.042444339175746,1.9964195954422699,"NeverEnding Story, The (1984)"
5956,10550,7.072796208530805,1.8797909061321607,Gangs of New York (2002)
2023,10545,6.86638217164533,2.030045851904673,"Godfather: Part III, The (1990)"
7458,10544,6.70314871016692,2.0164564230367406,Troy (2004)
34048,10539,6.282000189771326,1.9041836309653766,War of the Worlds (2005)
31658,10512,8.186548706240487,1.7954365027684944,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
5903,10493,7.461831697322024,1.8102401669253207,Equilibrium (2002)
1884,10489,7.501191724663934,2.152425660197702,Fear and Loathing in Las Vegas (1998)
58,10483,7.935800820375847,1.941713982899253,"Postman, The (Postino, Il) (1994)"
1059,10455,7.1007173601147775,2.097921950048254,William Shakespeare's Romeo + Juliet (1996)
106920,10428,7.769083237437668,1.916246541818,Her (2013)
186,10419,5.754486994913139,1.990956172882031,Nine Months (1995)
3275,10412,7.761333077218594,1.944971342683032,"Boondock Saints, The (2000)"
44195,10402,7.641222841761199,1.5933909399684612,Thank You for Smoking (2006)
282,10402,6.818880984426072,1.9815214955263114,Nell (1994)
115617,10379,7.759225358897774,1.8537099355970021,Big Hero 6 (2014)
376,10374,6.551089261615577,1.7034119103860252,"River Wild, The (1994)"
1375,10358,6.506178798995945,1.929307376611703,Star Trek III: The Search for Spock (1984)
96079,10350,7.461256038647343,1.7932018497236488,Skyfall (2012)
55247,10328,7.750387296669249,1.8901901159480086,Into the Wild (2007)
84152,10313,7.693105788810239,1.7261530427952592,Limitless (2011)
8376,10304,6.698951863354037,2.312819933722453,Napoleon Dynamite (2004)
1372,10302,6.638419724325374,2.140717845309172,Star Trek VI: The Undiscovered Country (1991)
315,10295,5.783875667799903,2.0240952702844215,"Specialist, The (1994)"
969,10279,8.131724875960696,1.7421227519917497,"African Queen, The (1951)"
2105,10277,6.649119392818916,2.013450405419071,Tron (1982)
785,10260,6.559454191033138,2.073809426849471,Kingpin (1996)
5991,10229,7.052302277837521,2.103849998067378,Chicago (2002)
1569,10220,6.551369863013699,2.0128278026156323,My Best Friend's Wedding (1997)
2407,10200,6.586568627450981,1.8183397475147425,Cocoon (1985)
3752,10198,5.949303785055894,2.137033191532519,"Me, Myself & Irene (2000)"
4643,10163,5.490111187641444,2.068444945521822,Planet of the Apes (2001)
902,10145,7.653031049778216,1.8752673125754322,Breakfast at Tiffany's (1961)
2278,10143,7.153504880212955,1.7858642369775615,Ronin (1998)
1597,10142,6.6558864129363045,1.849026202560802,Conspiracy Theory (1997)
164179,10087,8.0550213145633,1.6944481075836513,Arrival (2016)
1747,10077,7.041778307035824,1.867414823635856,Wag the Dog (1997)
2078,10052,7.300537206526064,1.866744642033247,"Jungle Book, The (1967)"
56782,10044,7.965452011150936,1.876157065346975,There Will Be Blood (2007)
529,10037,7.6984158613131415,1.644286241243952,Searching for Bobby Fischer (1993)
96610,10012,7.310327606871754,1.6805280778560143,Looper (2012)
8984,10005,6.654672663668166,1.9305694926293138,Ocean's Twelve (2004)
